# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Fri Apr 19 11:53:27 2019
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
0,,0,0:00.000.000,,,,,,Capture started (Aggregate),,[Thu Apr 18 18:05:42 2019],
0,HS,29615,0:34.815.898,9.000 us,500 B,,03,05,OUT txn (NAK),4E 43 4D 48 0C 00 2A 00 F4 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 D6 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 A0 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 A0 20 C8 00 00 00 00 00 15 00 01 00 00 00 01 08 5F 61 69 72 70 6F 72 74 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 00 01 07 5F 72 64 6C 69 6E 6B C0 15 00 0C 00 01 08 5F 61 69 72 70 6C 61 79 C0 15 00 0C 00 01 05 5F 72 61 6F 70 C0 15 00 0C 00 01 06 5F 75 73 63 61 6E C0 15 00 0C 00 01 07 5F 75 73 63 61 6E 73 C0 15 00 0C 00 01 04 5F 69 70 70 C0 15 00 0C 00 01 08 5F 70 72 69 6E 74 65 72 C0 15 00 0C 00 01 08 5F 73 63 61 6E 6E 65 72 C0 15 00 0C 00 01 07 5F 69 70 70 75 73 62 C0 15 00 0C 00 01 0F 5F 70 64 6C 2D 64 61 74 61 73 74 72 65 61 6D C0 15 00 0C 00 01 05 5F 69 70 70 73 C0 15 00 0C 00 01 04 5F 70 74 70 C0 15 00 0C 00 01 0B 5F 67 6F 6F 67 6C 65 63 61 73 74 C0 15 00 0C 00 01 0D 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 C0 15 00 0C 00 01 08 39 33 32 66 30 37 65 33 04 5F 73 75 62 0E 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 32 C0 15 00 0C 00 01 0F 5F 61 70 70 6C 65 2D 70 61 69 72 61 62 6C 65 C0 15 00 0C 00 01 08 69 50 61 64 20 28 32 29 C0 25 00 10 00 01 08 69 50 61 64 20 28 32 29 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 15 00 21 00 01 06 69 50 61 64 2D 32 C0 1A 00 1C 00 01 C1 5A 00 01 00 01 C0 25 00 0C 00 01 00 00 0E 04 00 02 C1 2C 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..*.....NCM0..............33....NV.(|Y..`....…
0,HS,29619,0:34.815.930,11.266 us,500 B,,03,05,OUT txn,4E 43 4D 48 0C 00 2A 00 F4 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 D6 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 A0 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 A0 20 C8 00 00 00 00 00 15 00 01 00 00 00 01 08 5F 61 69 72 70 6F 72 74 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 00 01 07 5F 72 64 6C 69 6E 6B C0 15 00 0C 00 01 08 5F 61 69 72 70 6C 61 79 C0 15 00 0C 00 01 05 5F 72 61 6F 70 C0 15 00 0C 00 01 06 5F 75 73 63 61 6E C0 15 00 0C 00 01 07 5F 75 73 63 61 6E 73 C0 15 00 0C 00 01 04 5F 69 70 70 C0 15 00 0C 00 01 08 5F 70 72 69 6E 74 65 72 C0 15 00 0C 00 01 08 5F 73 63 61 6E 6E 65 72 C0 15 00 0C 00 01 07 5F 69 70 70 75 73 62 C0 15 00 0C 00 01 0F 5F 70 64 6C 2D 64 61 74 61 73 74 72 65 61 6D C0 15 00 0C 00 01 05 5F 69 70 70 73 C0 15 00 0C 00 01 04 5F 70 74 70 C0 15 00 0C 00 01 0B 5F 67 6F 6F 67 6C 65 63 61 73 74 C0 15 00 0C 00 01 0D 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 C0 15 00 0C 00 01 08 39 33 32 66 30 37 65 33 04 5F 73 75 62 0E 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 32 C0 15 00 0C 00 01 0F 5F 61 70 70 6C 65 2D 70 61 69 72 61 62 6C 65 C0 15 00 0C 00 01 08 69 50 61 64 20 28 32 29 C0 25 00 10 00 01 08 69 50 61 64 20 28 32 29 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 15 00 21 00 01 06 69 50 61 64 2D 32 C0 1A 00 1C 00 01 C1 5A 00 01 00 01 C0 25 00 0C 00 01 00 00 0E 04 00 02 C1 2C 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..*.....NCM0..............33....NV.(|Y..`....…
0,HS,29627,0:34.816.024,9.216 us,512 B,,03,05,OUT txn,4E 43 4D 48 0C 00 2B 00 0A 04 0C 00 4E 43 4D 30 10 00 00 00 1E 00 EC 03 00 00 00 00 00 00 01 00 5E 00 00 FB 4E 56 9D 28 7C 59 08 00 45 00 03 DE 89 7C 00 00 FF 11 4B 38 A9 FE 58 60 E0 00 00 FB 14 E9 14 E9 03 CA 7E 30 00 00 84 00 00 00 00 17 00 00 00 07 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 10 80 01 00 00 11 94 00 01 00 09 5F 73 65 72 76 69 63 65 73 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 C0 23 00 0C 00 01 00 00 11 94 00 02 C0 19 C0 19 00 0C 00 01 00 00 11 94 00 02 C0 0C 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0C 5F 64 65 76 69 63 65 2D 69 6E 66 6F C0 1E 00 10 00 01 00 00 11 94 00 33 14 6D 6F 64 65 6C 3D 4D 61 63 42 6F 6F 6B 50 72 6F 31 35 2C 31 0A 6F 73 78 76 65 72 73 3D 31 38 12 65 63 6F 6C 6F 72 3D 32 32 35 2C 32 32 35 2C 32 32 33 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C0 CE C0 CE 00 0C 00 01 00 00 11 94 00 02 C0 C1 C0 0C 00 21 80 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 C1 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 16 C1 13 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 10 80 01 00 00 11 94 00 2A 29 75 75 69 64 3D 38 45 35 43 42 37 43 39 2D 36 43 33 44 2D 35 43 36 34 2D 39 41 46 37 2D 34 32 30 33 45 39 42 38 32 33 35 37 C0 35 00 0C 00 01 00 00 11 94 00 02 C1 57 C1 57 00 0C 00 01 00 00 11 94 00 02 C1 36 C1 36,,NCMH..+.....NCM0................^...NV.(|Y..E....…
0,HS,29631,0:34.816.034,9.216 us,512 B,,03,05,OUT txn,00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C1 13 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C1 E8 C1 E8 00 0C 00 01 00 00 11 94 00 02 C1 CA C1 CA 00 21 80 01 00 00 00 78 00 08 00 00 00 00 1D 13 C1 13 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 10 80 01 00 00 11 94 00 78 11 72 70 48 4E 3D 39 30 65 65 37 30 65 63 66 34 62 31 0C 72 70 46 6C 3D 30 78 32 30 30 30 30 0B 72 70 56 72 3D 31 36 36 2E 34 30 11 72 70 48 41 3D 32 39 35 64 32 32 31 39 34 64 31 35 11 72 70 41 44 3D 64 64 61 30 37 37 34 66 38 30 35 39 11 72 70 48 49 3D 33 31 35 34 61 63 36 39 34 37 30 36 16 72 70 42 41 3D 31 43 3A 38 33 3A 30 37 3A 37 34 3A 44 43 3A 46 32 C0 35 00 0C 00 01 00 00 11 94 00 02 C2 38 C2 38 00 0C 00 01 00 00 11 94 00 02 C2 2B C2 2B 00 21 80 01 00 00 00 78 00 08 00 00 00 00 D7 26 C1 13 C1 13 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 C1 13 00 01 80 01 00 00 00 78 00 04 A9 FE 58 60 C0 0C 00 2F 80 01 00 00 11 94 00 09 C0 0C 00 05 00 00 80 00 40 C0 C1 00 2F 80 01 00 00 11 94 00 09 C0 C1 00 05 00 00 80 00 40 C1 36 00 2F 80 01 00 00 11 94 00 09 C1 36 00 05 00 00 80 00 40 C1 CA 00 2F 80 01 00 00 11 94 00 09 C1 CA 00 05 00 00 80 00 40 C2 2B 00 2F 80 01 00 00 11 94 00 09 C2 2B 00 05 00 00 80 00 40 C1 13 00 2F 80 01 00 00 00 78 00 08 C1 13 00 04 40 00 00 08 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE,,.!.....x...........AWCadburyService.airwatch.com.…
0,HS,29635,0:34.816.044,850 ns,10 B,,03,05,OUT txn,48 00 11 22 4E 56 9D 28 7C 59,,H.."NV.(|Y
0,HS,29639,0:34.816.048,9.216 us,512 B,,03,05,OUT txn,4E 43 4D 48 0C 00 2C 00 1E 04 0C 00 4E 43 4D 30 10 00 00 00 1E 00 00 04 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 03 CA 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 03 CA 50 D7 00 00 84 00 00 00 00 17 00 00 00 07 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 10 80 01 00 00 11 94 00 01 00 09 5F 73 65 72 76 69 63 65 73 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 C0 23 00 0C 00 01 00 00 11 94 00 02 C0 19 C0 19 00 0C 00 01 00 00 11 94 00 02 C0 0C 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0C 5F 64 65 76 69 63 65 2D 69 6E 66 6F C0 1E 00 10 00 01 00 00 11 94 00 33 14 6D 6F 64 65 6C 3D 4D 61 63 42 6F 6F 6B 50 72 6F 31 35 2C 31 0A 6F 73 78 76 65 72 73 3D 31 38 12 65 63 6F 6C 6F 72 3D 32 32 35 2C 32 32 35 2C 32 32 33 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C0 CE C0 CE 00 0C 00 01 00 00 11 94 00 02 C0 C1 C0 0C 00 21 80 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 C1 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 16 C1 13 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 10 80 01 00 00 11 94 00 2A 29 75 75 69 64 3D 38 45 35 43 42 37 43 39 2D 36 43 33 44 2D 35 43 36 34 2D 39 41 46 37 2D 34 32 30 33 45 39 42 38 32 33 35 37 C0 35 00 0C 00 01 00 00 11 94,,NCMH..,.....NCM0..............33....NV.(|Y..`....…
0,HS,29643,0:34.816.058,9.216 us,512 B,,03,05,OUT txn,00 02 C1 57 C1 57 00 0C 00 01 00 00 11 94 00 02 C1 36 C1 36 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C1 13 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C1 E8 C1 E8 00 0C 00 01 00 00 11 94 00 02 C1 CA C1 CA 00 21 80 01 00 00 00 78 00 08 00 00 00 00 1D 13 C1 13 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 10 80 01 00 00 11 94 00 78 11 72 70 48 4E 3D 39 30 65 65 37 30 65 63 66 34 62 31 0C 72 70 46 6C 3D 30 78 32 30 30 30 30 0B 72 70 56 72 3D 31 36 36 2E 34 30 11 72 70 48 41 3D 32 39 35 64 32 32 31 39 34 64 31 35 11 72 70 41 44 3D 64 64 61 30 37 37 34 66 38 30 35 39 11 72 70 48 49 3D 33 31 35 34 61 63 36 39 34 37 30 36 16 72 70 42 41 3D 31 43 3A 38 33 3A 30 37 3A 37 34 3A 44 43 3A 46 32 C0 35 00 0C 00 01 00 00 11 94 00 02 C2 38 C2 38 00 0C 00 01 00 00 11 94 00 02 C2 2B C2 2B 00 21 80 01 00 00 00 78 00 08 00 00 00 00 D7 26 C1 13 C1 13 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 C1 13 00 01 80 01 00 00 00 78 00 04 A9 FE 58 60 C0 0C 00 2F 80 01 00 00 11 94 00 09 C0 0C 00 05 00 00 80 00 40 C0 C1 00 2F 80 01 00 00 11 94 00 09 C0 C1 00 05 00 00 80 00 40 C1 36 00 2F 80 01 00 00 11 94 00 09 C1 36 00 05 00 00 80 00 40 C1 CA 00 2F 80 01 00 00 11 94 00 09 C1 CA 00 05 00 00 80 00 40 C2 2B 00 2F 80 01 00 00 11 94 00 09 C2 2B 00 05 00 00 80 00 40 C1 13 00 2F 80 01 00 00 00 78 00 08 C1 13 00 04 40 00 00,,...W.W...........6.6.!.....x...........AWCadburyS…
0,HS,29647,0:34.816.067,1.183 us,30 B,,03,05,OUT txn,08 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,...).............d..H.."NV.(|Y
0,HS,29652,0:34.713.872,108.000.316 ms,100 B,,03,07,IN txn   [4318 POLL],4E 43 4D 48 0C 00 28 00 64 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF FF FF FF FF FF 4E 56 9D 25 62 16 08 06 00 01 08 00 06 04 00 01 4E 56 9D 25 62 16 A9 FE D7 93 00 00 00 00 00 00 A9 FE 58 60,,NCMH..(.d...NCM0,...:.*..........................…
0,HS,29657,0:34.821.982,1.900 us,72 B,,03,05,OUT txn,4E 43 4D 48 0C 00 2D 00 48 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 2A 00 00 00 00 00 00 00 4E 56 9D 25 62 16 4E 56 9D 28 7C 59 08 06 00 01 08 00 06 04 00 02 4E 56 9D 28 7C 59 A9 FE 58 60 4E 56 9D 25 62 16 A9 FE D7 93,,NCMH..-.H...NCM0......*.......NV.%b.NV.(|Y.......…
0,HS,29662,0:34.821.879,663.333 us,136 B,,03,07,IN txn   [28 POLL],4E 43 4D 48 0C 00 29 00 88 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 4E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 56 9D 28 7C 59 4E 56 9D 25 62 16 08 00 45 00 00 40 00 00 40 00 FF 06 F7 C6 A9 FE D7 93 A9 FE 58 60 CF 3C D7 26 C7 BD FD CB 00 00 00 00 B0 C2 FF FF A9 76 00 00 02 04 05 B4 01 03 03 06 01 01 08 0A 39 E5 63 02 00 00 00 00 04 02 00 00,,NCMH..).....NCM0,...:.N..........................…
0,HS,29668,0:34.822.715,2.500 us,108 B,,03,05,OUT txn,4E 43 4D 48 0C 00 2E 00 6C 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 4E 00 00 00 00 00 00 00 4E 56 9D 25 62 16 4E 56 9D 28 7C 59 08 00 45 00 00 40 00 00 40 00 FF 06 F7 C6 A9 FE 58 60 A9 FE D7 93 D7 26 CF 3C 05 5C 7C DE C7 BD FD CC B0 52 FF FF 82 53 00 00 02 04 05 B4 01 03 03 06 01 01 08 0A 23 C7 81 90 39 E5 63 02 04 02 00 00,,NCMH....l...NCM0......N.......NV.%b.NV.(|Y..E..@.…
0,HS,29673,0:34.822.550,672.583 us,124 B,,03,07,IN txn   [27 POLL],4E 43 4D 48 0C 00 2A 00 7C 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 56 9D 28 7C 59 4E 56 9D 25 62 16 08 00 45 00 00 34 00 00 40 00 FF 06 F7 D2 A9 FE D7 93 A9 FE 58 60 CF 3C D7 26 C7 BD FD CC 05 5C 7C DF 80 10 08 0A BA 58 00 00 01 01 08 0A 39 E5 63 03 23 C7 81 90,,NCMH..*.|...NCM0,...:.B..........................…
0,HS,29679,0:34.823.333,2.300 us,96 B,,03,05,OUT txn,4E 43 4D 48 0C 00 2F 00 60 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 42 00 00 00 00 00 00 00 4E 56 9D 25 62 16 4E 56 9D 28 7C 59 08 00 45 00 00 34 00 00 40 00 FF 06 F7 D2 A9 FE 58 60 A9 FE D7 93 D7 26 CF 3C 05 5C 7C DF C7 BD FD CC 80 10 08 0A BA 58 00 00 01 01 08 0A 23 C7 81 90 39 E5 63 03,,NCMH../.`...NCM0......B.......NV.%b.NV.(|Y..E..4.…
0,HS,29684,0:34.823.243,4.186.600 ms,175 B,,03,07,IN txn   [168 POLL],4E 43 4D 48 0C 00 2B 00 AF 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 56 9D 28 7C 59 4E 56 9D 25 62 16 08 00 45 02 00 67 00 00 40 00 FF 06 F7 9D A9 FE D7 93 A9 FE 58 60 CF 3C D7 26 C7 BD FD CC 05 5C 7C DF 80 18 08 0A 62 31 00 00 01 01 08 0A 39 E5 63 07 23 C7 81 90 05 00 00 2F E1 43 5F 70 64 91 28 06 01 01 03 20 F8 66 54 77 54 39 33 2D DF E0 8A FD B4 23 49 29 09 DD 23 E1 22 0E 79 11 E2 25 DA 2A 7F 8F 26 1D 19 01 01,,NCMH..+.....NCM0,...:.u..........................…
0,HS,29690,0:34.827.534,2.283 us,96 B,,03,05,OUT txn,4E 43 4D 48 0C 00 30 00 60 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 42 00 00 00 00 00 00 00 4E 56 9D 25 62 16 4E 56 9D 28 7C 59 08 00 45 00 00 34 00 00 40 00 FF 06 F7 D2 A9 FE 58 60 A9 FE D7 93 D7 26 CF 3C 05 5C 7C DF C7 BD FD FF 80 10 08 0A BA 1D 00 00 01 01 08 0A 23 C7 81 94 39 E5 63 07,,NCMH..0.`...NCM0......B.......NV.%b.NV.(|Y..E..4.…
0,HS,29695,0:34.827.894,4.550 us,231 B,,03,05,OUT txn,4E 43 4D 48 0C 00 31 00 E7 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 C9 00 00 00 00 00 00 00 4E 56 9D 25 62 16 4E 56 9D 28 7C 59 08 00 45 02 00 BB 00 00 40 00 FF 06 F7 49 A9 FE 58 60 A9 FE D7 93 D7 26 CF 3C 05 5C 7C DF C7 BD FD FF 80 18 08 0A DD 6D 00 00 01 01 08 0A 23 C7 81 94 39 E5 63 07 06 00 00 83 E1 43 5F 70 64 91 7C 05 55 38 88 E1 A6 ED FE F9 5E 0A D8 E0 36 C1 A3 FA CB EC 61 D1 7A AA 53 C6 26 87 96 EF 2D 63 52 CF B4 2B 45 B9 93 97 DB 13 18 BD E1 B4 78 33 34 AC 1E FA 6E 56 ED AC F9 04 C8 D9 97 93 5A 33 C2 95 A7 0D 1A 1E 23 13 26 21 3A F0 5F 0C 7D FF 68 BC 53 4C EC 06 16 AF 06 01 02 03 20 BE 08 32 8C 39 D4 BD 8A F1 00 1A 55 22 A0 C0 AC D0 C9 2D 2C 7E 92 8B D4 DD 44 5D F9 4E 33 2F 75,,NCMH..1.....NCM0..............NV.%b.NV.(|Y..E....…
0,HS,29700,0:34.827.437,936.083 us,124 B,,03,07,IN txn   [38 POLL],4E 43 4D 48 0C 00 2C 00 7C 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 56 9D 28 7C 59 4E 56 9D 25 62 16 08 00 45 00 00 34 00 00 40 00 FF 06 F7 D2 A9 FE D7 93 A9 FE 58 60 CF 3C D7 26 C7 BD FD FF 05 5C 7D 66 80 10 08 08 B9 97 00 00 01 01 08 0A 39 E5 63 08 23 C7 81 94,,NCMH..,.|...NCM0,...:.B..........................…
0,HS,29706,0:34.828.381,4.186.366 ms,222 B,,03,07,IN txn   [169 POLL],4E 43 4D 48 0C 00 2D 00 DE 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 56 9D 28 7C 59 4E 56 9D 25 62 16 08 00 45 02 00 96 00 00 40 00 FF 06 F7 6E A9 FE D7 93 A9 FE 58 60 CF 3C D7 26 C7 BD FD FF 05 5C 7D 66 80 18 08 08 CE 29 00 00 01 01 08 0A 39 E5 63 0C 23 C7 81 94 06 00 00 5E E1 43 5F 70 64 91 57 05 52 AF 20 37 10 3C AF 20 F2 80 0D 55 56 34 A5 4F 1E C2 B9 28 AC E7 CC 7D 2B A5 71 FD 8D 67 64 9D 60 CD 96 A5 FC 5A 08 DC 00 31 C0 B2 44 46 59 C3 B7 51 C1 E5 BD 06 0C CC 00 82 34 90 8C FE A6 2F 99 7B CB F4 FA 99 41 3B D4 83 FD 72 98 AB 3E 84 EE 69 99 06 01 03,,NCMH..-.....NCM0,...:............................…
0,HS,29712,0:34.832.672,2.283 us,96 B,,03,05,OUT txn,4E 43 4D 48 0C 00 32 00 60 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 42 00 00 00 00 00 00 00 4E 56 9D 25 62 16 4E 56 9D 28 7C 59 08 00 45 00 00 34 00 00 40 00 FF 06 F7 D2 A9 FE 58 60 A9 FE D7 93 D7 26 CF 3C 05 5C 7D 66 C7 BD FE 61 80 10 08 08 B9 2C 00 00 01 01 08 0A 23 C7 81 99 39 E5 63 0C,,NCMH..2.`...NCM0......B.......NV.%b.NV.(|Y..E..4.…
0,HS,29717,0:34.833.509,2.500 us,109 B,,03,05,OUT txn,4E 43 4D 48 0C 00 33 00 6D 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 4F 00 00 00 00 00 00 00 4E 56 9D 25 62 16 4E 56 9D 28 7C 59 08 00 45 02 00 41 00 00 40 00 FF 06 F7 C3 A9 FE 58 60 A9 FE D7 93 D7 26 CF 3C 05 5C 7D 66 C7 BD FE 61 80 18 08 08 03 E6 00 00 01 01 08 0A 23 C7 81 99 39 E5 63 0C 06 00 00 09 E1 43 5F 70 64 73 06 01 04,,NCMH..3.m...NCM0......O.......NV.%b.NV.(|Y..E..A.…
0,HS,29722,0:34.832.574,1.400.416 ms,124 B,,03,07,IN txn   [57 POLL],4E 43 4D 48 0C 00 2E 00 7C 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 56 9D 28 7C 59 4E 56 9D 25 62 16 08 00 45 00 00 34 00 00 40 00 FF 06 F7 D2 A9 FE D7 93 A9 FE 58 60 CF 3C D7 26 C7 BD FE 61 05 5C 7D 73 80 10 08 08 B9 1E 00 00 01 01 08 0A 39 E5 63 0D 23 C7 81 99,,NCMH....|...NCM0,...:.B..........................…
