# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Fri Apr 19 11:53:27 2019
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
0,,0,0:00.000.000,,,,,,Capture started (Aggregate),,[Thu Apr 18 18:05:42 2019],
0,HS,3777,0:13.754.789,3.816.550 ms,67 B,,03,05,IN txn   [177 POLL],00 00 00 06 00 00 00 43 FA CE FA CE 00 11 00 1C F2 7E 02 00 00 00 07 A9 00 00 09 2D 50 10 02 00 00 00 00 00 15 03 03 00 1A 77 07 69 3D 9E 40 F5 10 A2 74 C1 15 EB 25 39 5C 20 09 9B 4A DC 70 58 EA 1D E9,,.......C.........~.........-P............w.i=.@..…
0,HS,3798,0:13.758.610,24.203.183 ms,36 B,,03,05,IN txn   [1113 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 12 00 1F F2 7E 05 00 00 00 00 00 00 00 00 01 5F 12 02 00 7F 00 00 01,,.......$.........~.........._.......
0,HS,3809,0:13.782.820,1.352.433 ms,337 B,,03,05,IN txn   [62 POLL],00 00 00 06 00 00 01 51 FA CE FA CE 00 13 00 20 F2 7E 05 00 00 00 00 01 00 00 00 F1 50 10 02 00 00 00 00 00 00 00 01 29 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......Q....... .~..........P..........)<?xml ver…
0,HS,3830,0:13.784.186,1.254.583 ms,36 B,,03,05,IN txn   [57 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 14 00 23 F2 7E 06 00 00 00 00 00 00 00 00 01 5F 12 02 00 7F 00 00 01,,.......$.......#.~.........._.......
0,HS,3841,0:13.785.448,1.241.116 ms,40 B,,03,05,IN txn   [56 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 15 00 24 F2 7E 06 00 00 00 00 01 00 00 00 F1 50 10 02 00 00 00 00 00 00 00 01 29,,.......(.......$.~..........P..........)
0,HS,3846,0:13.786.697,91.550 us,333 B,,03,05,IN txn   [5 POLL],00 00 00 06 00 00 01 4D FA CE FA CE 00 16 00 24 F2 7E 06 00 00 00 00 05 00 00 00 F1 50 10 02 00 00 00 00 00 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......M.......$.~..........P.......<?xml version…
0,HS,3872,0:13.786.795,1.541.083 ms,36 B,,03,05,IN txn   [69 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 17 00 28 F2 7E 07 00 00 00 00 00 00 00 00 01 50 12 02 00 FF FF FF FF,,.......$.......(.~..........P.......
0,HS,3888,0:13.788.344,887.050 us,36 B,,03,05,IN txn   [40 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 18 00 2A F2 7E 08 00 00 00 00 00 00 00 00 01 50 12 02 00 FF FF FF FF,,.......$.......*.~..........P.......
0,HS,3894,0:13.789.235,246.483 us,40 B,,03,05,IN txn   [12 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 19 00 2A F2 7E 07 00 00 00 00 01 00 00 01 52 50 10 02 00 00 00 00 00 00 00 01 29,,.......(.......*.~.........RP..........)
0,HS,3900,0:13.789.489,83.766 us,333 B,,03,05,IN txn   [4 POLL],00 00 00 06 00 00 01 4D FA CE FA CE 00 1A 00 2A F2 7E 07 00 00 00 00 05 00 00 01 52 50 10 02 00 00 00 00 00 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......M.......*.~.........RP.......<?xml version…
0,HS,3932,0:13.789.579,709.233 us,40 B,,03,05,IN txn   [31 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 1B 00 2E F2 7E 08 00 00 00 00 01 00 00 01 59 50 10 02 00 00 00 00 00 00 00 01 29,,.......(.........~.........YP..........)
0,HS,3938,0:13.790.295,70.583 us,333 B,,03,05,IN txn   [4 POLL],00 00 00 06 00 00 01 4D FA CE FA CE 00 1C 00 2E F2 7E 08 00 00 00 00 05 00 00 01 59 50 10 02 00 00 00 00 00 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......M.........~.........YP.......<?xml version…
0,HS,3959,0:13.790.373,776.033 us,40 B,,03,05,IN txn   [34 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 1D 00 31 F2 7E 07 00 00 00 01 2E 00 00 02 D1 50 10 02 00 00 00 00 00 00 00 01 51,,.......(.......1.~..........P..........Q
0,HS,3965,0:13.791.153,61.950 us,373 B,,03,05,IN txn   [3 POLL],00 00 00 06 00 00 01 75 FA CE FA CE 00 1E 00 31 F2 7E 07 00 00 00 01 32 00 00 02 D1 50 10 02 00 00 00 00 00 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 4B 65 79 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 55 6E 69 71 75 65 43 68 69 70 49 44 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 47 65 74 56 61 6C 75 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 56 61 6C 75 65 3C 2F 6B 65 79 3E 0A 09 3C 69 6E 74 65 67 65 72 3E 32 32 36 31 30 31 37 38 30 31 37 38 35 33 39 30 3C 2F 69 6E 74 65 67 65 72 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......u.......1.~.....2....P.......<?xml version…
0,HS,3975,0:13.791.219,157.966 us,40 B,,03,05,IN txn   [7 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 1F 00 31 F2 7E 08 00 00 00 01 2E 00 00 02 DF 50 10 02 00 00 00 00 00 00 00 01 51,,.......(.......1.~..........P..........Q
0,HS,3989,0:13.791.383,148.800 us,373 B,,03,05,IN txn   [6 POLL],00 00 00 06 00 00 01 75 FA CE FA CE 00 20 00 32 F2 7E 08 00 00 00 01 32 00 00 02 DF 50 10 02 00 00 00 00 00 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 4B 65 79 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 55 6E 69 71 75 65 43 68 69 70 49 44 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 47 65 74 56 61 6C 75 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 56 61 6C 75 65 3C 2F 6B 65 79 3E 0A 09 3C 69 6E 74 65 67 65 72 3E 32 32 36 31 30 31 37 38 30 31 37 38 35 33 39 30 3C 2F 69 6E 74 65 67 65 72 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......u..... .2.~.....2....P.......<?xml version…
0,HS,4027,0:13.791.536,1.321.466 ms,36 B,,03,05,IN txn   [59 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 21 00 39 F2 7E 09 00 00 00 00 00 00 00 00 01 50 12 02 00 E3 F6 C9 FE,,.......$.....!.9.~..........P.......
0,HS,4033,0:13.792.862,77.450 us,36 B,,03,05,IN txn   [4 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 22 00 39 F2 7E 0A 00 00 00 00 00 00 00 00 01 5F 12 02 00 7F 00 00 01,,.......$.....".9.~.........._.......
0,HS,4048,0:13.792.942,1.080.783 ms,40 B,,03,05,IN txn   [49 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 23 00 3B F2 7E 0A 00 00 00 00 01 00 00 01 59 50 10 02 00 00 00 00 00 00 00 01 29,,.......(.....#.;.~.........YP..........)
0,HS,4058,0:13.794.028,104.383 us,337 B,,03,05,IN txn   [5 POLL],00 00 00 06 00 00 01 51 FA CE FA CE 00 24 00 3B F2 7E 09 00 00 00 00 01 00 00 01 52 50 10 02 00 00 00 00 00 00 00 01 29 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......Q.....$.;.~.........RP..........)<?xml ver…
0,HS,4068,0:13.794.135,166.833 us,333 B,,03,05,IN txn   [8 POLL],00 00 00 06 00 00 01 4D FA CE FA CE 00 25 00 3B F2 7E 0A 00 00 00 00 05 00 00 01 59 50 10 02 00 00 00 00 00 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......M.....%.;.~.........YP.......<?xml version…
0,HS,4097,0:13.794.313,2.195.083 ms,358 B,,03,05,IN txn   [97 POLL],00 00 00 06 00 00 01 66 FA CE FA CE 00 26 00 40 F2 7E 09 00 00 00 01 2E 00 00 02 CC 50 10 02 00 00 00 00 00 00 00 01 3E 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 4B 65 79 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 42 6F 61 72 64 49 64 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 47 65 74 56 61 6C 75 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 56 61 6C 75 65 3C 2F 6B 65 79 3E 0A 09 3C 69 6E 74 65 67 65 72 3E 31 34 3C 2F 69 6E 74 65 67 65 72 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......f.....&.@.~..........P..........><?xml ver…
0,HS,4103,0:13.796.511,82.816 us,358 B,,03,05,IN txn   [4 POLL],00 00 00 06 00 00 01 66 FA CE FA CE 00 27 00 40 F2 7E 0A 00 00 00 01 2E 00 00 02 DA 50 10 02 00 00 00 00 00 00 00 01 3E 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 4B 65 79 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 42 6F 61 72 64 49 64 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 47 65 74 56 61 6C 75 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 56 61 6C 75 65 3C 2F 6B 65 79 3E 0A 09 3C 69 6E 74 65 67 65 72 3E 31 34 3C 2F 69 6E 74 65 67 65 72 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......f.....'.@.~..........P..........><?xml ver…
0,HS,4137,0:13.796.597,1.262.316 ms,36 B,,03,05,IN txn   [58 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 28 00 46 F2 7E 0B 00 00 00 00 00 00 00 00 01 50 12 02 00 F3 CE D5 FB,,.......$.....(.F.~..........P.......
0,HS,4143,0:13.797.864,138.416 us,36 B,,03,05,IN txn   [6 POLL],00 00 00 06 00 00 00 24 FA CE FA CE 00 29 00 46 F2 7E 0C 00 00 00 00 00 00 00 00 01 50 12 02 00 F3 CE D5 FB,,.......$.....).F.~..........P.......
0,HS,4159,0:13.798.010,953.316 us,40 B,,03,05,IN txn   [43 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 2A 00 48 F2 7E 0B 00 00 00 00 01 00 00 01 59 50 10 02 00 00 00 00 00 00 00 01 29,,.......(.....*.H.~.........YP..........)
0,HS,4164,0:13.798.970,70.666 us,337 B,,03,05,IN txn   [4 POLL],00 00 00 06 00 00 01 51 FA CE FA CE 00 2B 00 48 F2 7E 0C 00 00 00 00 01 00 00 01 52 50 10 02 00 00 00 00 00 00 00 01 29 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......Q.....+.H.~.........RP..........)<?xml ver…
0,HS,4170,0:13.799.063,82.383 us,333 B,,03,05,IN txn   [4 POLL],00 00 00 06 00 00 01 4D FA CE FA CE 00 2C 00 48 F2 7E 0B 00 00 00 00 05 00 00 01 59 50 10 02 00 00 00 00 00 3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 55 54 46 2D 38 22 3F 3E 0A 3C 21 44 4F 43 54 59 50 45 20 70 6C 69 73 74 20 50 55 42 4C 49 43 20 22 2D 2F 2F 41 70 70 6C 65 2F 2F 44 54 44 20 50 4C 49 53 54 20 31 2E 30 2F 2F 45 4E 22 20 22 68 74 74 70 3A 2F 2F 77 77 77 2E 61 70 70 6C 65 2E 63 6F 6D 2F 44 54 44 73 2F 50 72 6F 70 65 72 74 79 4C 69 73 74 2D 31 2E 30 2E 64 74 64 22 3E 0A 3C 70 6C 69 73 74 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3E 0A 3C 64 69 63 74 3E 0A 09 3C 6B 65 79 3E 52 65 71 75 65 73 74 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 51 75 65 72 79 54 79 70 65 3C 2F 73 74 72 69 6E 67 3E 0A 09 3C 6B 65 79 3E 54 79 70 65 3C 2F 6B 65 79 3E 0A 09 3C 73 74 72 69 6E 67 3E 63 6F 6D 2E 61 70 70 6C 65 2E 6D 6F 62 69 6C 65 2E 6C 6F 63 6B 64 6F 77 6E 3C 2F 73 74 72 69 6E 67 3E 0A 3C 2F 64 69 63 74 3E 0A 3C 2F 70 6C 69 73 74 3E 0A,,.......M.....,.H.~.........YP.......<?xml version…
0,HS,4207,0:13.799.153,1.789.166 ms,40 B,,03,05,IN txn   [79 POLL],00 00 00 06 00 00 00 28 FA CE FA CE 00 2D 00 4D F2 7E 0B 00 00 00 01 2E 00 00 02 D9 50 10 02 00 00 00 00 00 00 00 01 40,,.......(.....-.M.~..........P..........@
